policy,sessionId,seed,completed,abortedByLoopCap,abortedByStagnation,exploreCount,restCount,craftWeaponCount,craftArmorCount,craftSteelCount,craftMithrilCount,consecutiveWeaponCraftMax,armorLagMax,resourceConversionCount,convBlockedByForgeLevel,convBlockedByOre,convBlockedByTargetInactive,convBlockedByTargetMet,enhanceBlockedByPairMissing,enhanceBlockedByMaterials,forgeUpgradeCount,enhanceCountTotal,enhance0to5,enhance6to9,enhance10plus,plus6Reached,plus6ReachedLogicalTimeMs,plus1ReachedLogicalTimeMs,plus2ReachedLogicalTimeMs,plus3ReachedLogicalTimeMs,plus4ReachedLogicalTimeMs,plus5ReachedLogicalTimeMs,plus7ReachedLogicalTimeMs,plus8ReachedLogicalTimeMs,plus9ReachedLogicalTimeMs,plus10ReachedLogicalTimeMs,plus11ReachedLogicalTimeMs,plus12ReachedLogicalTimeMs,floor1Reached,floor1FirstExploreLogicalTimeMs,floor1ClearLogicalTimeMs,floor2Reached,floor2FirstExploreLogicalTimeMs,floor2ClearLogicalTimeMs,floor3Reached,floor3FirstExploreLogicalTimeMs,floor3ClearLogicalTimeMs,enhanceSuccessRateTotal,enhanceSuccessRate0to5,enhanceSuccessRate6to9,enhanceSuccessRate10plus,enhanceExpectedRateTotal,enhanceExpectedRate0to5,enhanceExpectedRate6to9,enhanceExpectedRate10plus,logicalExploreTimeMs,logicalTownTimeMs,logicalPlayTimeMs,ironEarned,ironSpent,steelEarned,steelSpent,mithrilEarned,mithrilSpent,finalBestPlus,finalAttack,finalMaxHp
conservative,conservative-048,20260357,true,false,false,48,47,101,108,1,4,5,13,5,0,2,94,409,286,10,3,185,179,6,0,true,729000,26040,61980,121000,195440,530240,748900,770540,794040,,,,true,0,,true,124000,,true,757500,816740,0.9158415841584159,0.927461139896373,0.6666666666666666,0,0.9033663366336623,0.9170466321243513,0.6099999999999999,0,508140,308600,816740,1834,1739,627,243,131,9,9,10,55
conservative,conservative-049,20260358,true,false,false,48,47,99,109,1,6,5,4,7,0,97,114,293,281,14,3,184,179,5,0,true,760300,26040,61980,151240,243720,421240,763500,805440,809440,,,,true,0,,true,171220,,true,792000,828540,0.9019607843137255,0.9086294416243654,0.7142857142857143,0,0.908039215686273,0.9171065989847702,0.6528571428571428,0,518740,309800,828540,1823,1733,582,333,85,7,9,9,55
conservative,conservative-050,20260359,true,false,false,46,45,97,100,1,6,5,8,7,0,2,106,367,270,8,3,170,164,6,0,true,700840,26040,61980,151240,228860,422700,724740,746520,768420,,,,true,0,,true,171220,,true,729740,787920,0.8994708994708994,0.9111111111111111,0.6666666666666666,0,0.904973544973544,0.9171111111111104,0.6622222222222222,0,494520,293400,787920,1749,1659,580,341,126,9,9,10,55
balanced,balanced-001,20260360,true,false,false,47,46,96,116,1,4,5,10,5,0,116,104,286,287,8,3,183,176,7,0,true,693720,26040,61980,120480,210840,392360,716020,739260,761560,787060,,,true,0,,true,64980,,true,722620,804560,0.8926829268292683,0.9072164948453608,0.6363636363636364,0,0.8997073170731696,0.9167525773195866,0.5990909090909089,0,496560,308000,804560,1906,1785,701,254,177,11,10,11,55
balanced,balanced-002,20260361,true,false,false,45,44,99,80,1,6,5,23,7,0,4,111,323,248,8,3,160,154,6,0,true,662880,26040,61980,120480,212440,423240,666080,687180,711080,,,,true,0,,true,64980,,true,694180,731780,0.9302325581395349,0.9333333333333333,0.8571428571428571,0,0.9044767441860463,0.9165454545454544,0.62,0,455380,276400,731780,1629,1535,555,333,92,7,9,10,55
balanced,balanced-003,20260362,true,false,false,56,55,132,147,1,6,5,18,7,0,151,100,407,366,16,3,247,241,6,0,true,905600,26040,61980,109340,197840,430320,927900,954080,974780,,,,true,0,,true,64980,,true,937300,995880,0.9047619047619048,0.9198473282442748,0.5454545454545454,0,0.9054578754578732,0.9161068702290055,0.6518181818181816,0,606080,389800,995880,2328,2235,811,349,126,11,9,10,55
balanced,balanced-004,20260363,true,false,false,45,44,91,92,1,4,5,10,5,0,2,115,330,248,14,3,159,152,7,0,true,622520,26040,61980,109340,214300,409980,625720,665540,711340,718540,,,true,0,,true,64980,,true,631120,735240,0.9034090909090909,0.9382716049382716,0.5,0,0.8931818181818177,0.9176543209876541,0.61,0,456440,278800,735240,1699,1606,647,269,211,14,10,10,60
balanced,balanced-005,20260364,true,false,false,42,41,91,90,1,4,5,12,5,0,110,92,234,242,14,3,156,150,6,0,true,613260,26040,61980,109340,182980,379220,616460,638240,659340,,,,true,0,,true,64980,,true,623060,704740,0.896551724137931,0.9202453987730062,0.5454545454545454,0,0.8975862068965516,0.9171165644171779,0.6081818181818182,0,436540,268200,704740,1652,1561,614,254,172,11,9,10,55
balanced,balanced-006,20260365,true,false,false,51,50,99,123,1,6,5,4,7,0,2,98,437,301,12,3,198,192,6,0,true,792460,26040,86380,133740,208440,436920,795660,816760,838000,,,,true,0,,true,90580,,true,822960,858300,0.9166666666666666,0.9142857142857143,1,0,0.9083333333333319,0.9162857142857129,0.63,0,529100,329200,858300,1906,1814,638,328,85,6,9,10,55
balanced,balanced-007,20260366,true,false,false,50,49,104,118,1,4,5,3,5,0,2,94,441,307,6,3,198,191,7,0,true,732200,26040,61980,109340,183780,538500,754500,775340,778940,828740,,,true,0,,true,64980,,true,761500,845440,0.9124423963133641,0.9317073170731708,0.5833333333333334,0,0.8970506912442385,0.9150243902439014,0.5899999999999999,0,519640,325800,845440,1954,1864,712,260,177,12,10,11,55
balanced,balanced-008,20260367,true,false,false,53,52,131,119,1,4,5,25,5,0,2,94,500,330,15,3,212,205,7,0,true,806820,26040,61980,109340,183780,428580,810020,831000,878000,900300,,,true,0,,true,64980,,true,815020,917800,0.8760330578512396,0.8913043478260869,0.5833333333333334,0,0.9023553719008245,0.9176521739130415,0.6091666666666665,0,561800,356000,917800,2170,2035,808,259,218,12,10,11,55
balanced,balanced-009,20260368,true,false,false,51,50,119,118,1,4,5,13,5,0,2,94,470,324,6,3,199,193,6,0,true,764080,26040,61980,109340,183780,466020,783980,806020,853020,,,,true,0,,true,64980,,true,792580,876120,0.868995633187773,0.8894009216589862,0.5,0,0.9011790393013085,0.9179262672811044,0.5983333333333332,0,536520,339600,876120,2040,1946,742,259,177,12,9,10,55
balanced,balanced-010,20260369,true,false,false,46,45,106,92,1,6,5,17,7,0,2,94,382,270,11,3,176,170,6,0,true,704860,26040,61980,109340,183780,463620,708060,729160,751200,,,,true,0,,true,64980,,true,736160,771100,0.9214659685863874,0.918918918918919,1,0,0.9074869109947635,0.9164864864864858,0.63,0,476500,294600,771100,1738,1645,591,328,85,6,9,10,55
balanced,balanced-011,20260370,true,false,false,49,48,97,123,1,4,5,2,5,0,110,108,312,303,10,3,189,182,7,0,true,748420,26040,61980,121280,210580,409620,769520,789960,812260,816660,,,true,0,,true,64980,,true,775720,833760,0.8873239436619719,0.8878048780487805,0.875,0,0.9061502347417828,0.9176097560975598,0.6125,0,513360,320400,833760,1924,1815,679,239,131,8,10,11,55
balanced,balanced-012,20260371,true,false,false,46,45,103,95,1,4,5,21,5,0,97,96,285,273,6,3,171,164,7,0,true,641400,26040,71660,119420,193060,373780,663700,685480,730480,755580,,,true,0,,true,75060,,true,671100,773080,0.9,0.9318181818181818,0.5,0,0.8940526315789467,0.9163068181818176,0.6142857142857141,0,479680,293400,773080,1844,1701,701,268,218,14,10,11,55
balanced,balanced-013,20260372,true,false,false,51,50,88,125,1,4,5,7,5,0,2,94,426,290,14,5,183,175,4,4,true,664380,26040,61980,109340,183780,395940,684280,704060,706860,729700,796260,817900,true,0,,true,64980,,true,691680,862500,0.8755980861244019,0.8974358974358975,0.5714285714285714,0.5714285714285714,0.8848803827751192,0.9142051282051277,0.5828571428571429,0.37,539700,322800,862500,2160,2068,892,237,360,89,14,15,40
balanced,balanced-014,20260373,true,false,false,48,47,90,108,1,4,5,9,5,0,4,113,369,273,10,3,177,171,6,0,true,699800,26040,61980,133620,221320,419260,722500,741340,764040,,,,true,0,,true,64980,,true,727500,787540,0.917098445595855,0.9243243243243243,0.75,0,0.9036269430051803,0.9158378378378369,0.6212499999999999,0,486940,300600,787540,1770,1678,624,238,131,8,9,10,55
balanced,balanced-015,20260374,true,false,false,45,44,85,96,1,4,5,3,5,0,2,104,338,260,0,3,164,157,7,0,true,652000,26040,86380,133740,208980,435860,677100,697940,718240,722240,,,true,0,,true,90580,,true,682100,739340,0.9371428571428572,0.9401197604790419,0.875,0,0.9005142857142854,0.9142514970059878,0.6137499999999999,0,461740,277600,739340,1676,1560,590,239,131,8,10,11,55
balanced,balanced-016,20260375,true,false,false,45,44,86,94,1,4,5,7,5,0,2,114,325,246,11,3,157,150,7,0,true,645360,26040,61980,145960,232860,409980,648560,687980,691180,714280,,,true,0,,true,64980,,true,654360,731780,0.9075144508670521,0.9146341463414634,0.7777777777777778,0,0.9013872832369937,0.9173170731707313,0.611111111111111,0,455380,276400,731780,1675,1555,615,244,165,9,10,11,55
balanced,balanced-017,20260376,true,false,false,50,49,108,110,1,6,5,8,7,0,152,136,232,300,11,3,185,178,7,0,true,713080,26040,61980,109340,258880,474640,734180,757680,781720,827920,,,true,0,,true,64980,,true,764280,845020,0.8809523809523809,0.9081632653061225,0.5,0,0.8967142857142847,0.9173469387755092,0.6078571428571428,0,522820,322200,845020,1982,1865,722,369,177,14,10,11,55
balanced,balanced-018,20260377,true,false,false,49,48,105,105,1,4,5,8,5,0,96,144,266,285,12,3,174,167,7,0,true,689440,26040,61980,120480,272680,450200,709340,751560,778000,801500,,,true,0,,true,64980,,true,718340,819000,0.8613861386138614,0.8882978723404256,0.5,0,0.8989108910891077,0.9187234042553181,0.6328571428571427,0,507000,312000,819000,1914,1807,716,267,204,14,10,11,55
balanced,balanced-019,20260378,true,false,false,51,50,110,137,1,6,5,3,7,0,137,92,357,330,14,3,214,208,6,0,true,764100,26040,61980,109340,182980,415060,786400,811100,874940,,,,true,0,,true,64980,,true,814100,898440,0.8879668049792531,0.9203539823008849,0.4,0,0.8967634854771768,0.9157964601769895,0.6099999999999999,0,549240,349200,898440,2140,2046,779,372,177,15,9,10,55
balanced,balanced-020,20260379,true,false,false,44,43,93,100,1,6,5,5,7,0,2,94,368,270,2,3,174,167,7,0,true,657880,26040,61980,109340,183780,359300,661080,701020,705020,730120,,,true,0,,true,64980,,true,687580,746820,0.93048128342246,0.943502824858757,0.7,0,0.8985561497326195,0.9154237288135587,0.5999999999999999,0,461820,285000,746820,1738,1646,620,350,131,10,10,10,60
balanced,balanced-021,20260380,true,false,false,43,42,94,93,1,4,5,11,5,0,2,94,355,260,2,3,164,157,7,0,true,635300,26040,61980,109340,183780,376020,638500,659080,681780,708080,,,true,0,,true,64980,,true,644700,725180,0.9111111111111111,0.9235294117647059,0.7,0,0.8986666666666662,0.9168235294117643,0.59,0,449180,276000,725180,1706,1599,632,250,172,10,10,10,60
balanced,balanced-022,20260381,true,false,false,67,66,180,168,1,4,5,24,5,0,166,118,534,455,16,3,309,302,7,0,true,1095440,26040,61980,133220,236580,488180,1115340,1140980,1166480,1189180,,,true,0,,true,64980,,true,1124340,1206680,0.9088235294117647,0.9207317073170732,0.5833333333333334,0,0.904735294117645,0.9154878048780466,0.6108333333333332,0,730280,476400,1206680,2848,2738,1010,260,177,12,10,11,55
balanced,balanced-023,20260382,true,false,false,56,55,129,116,1,4,5,13,5,0,2,136,456,326,14,5,213,205,5,3,true,737480,26040,61980,120480,257820,522540,740680,781300,801740,806140,909240,930740,true,0,,true,64980,,true,745280,953840,0.891213389121339,0.9111111111111111,0.625,0.5,0.8910878661087855,0.9131555555555546,0.6387499999999999,0.4000000000000001,591240,362600,953840,2396,2306,1004,238,434,71,13,8,75
balanced,balanced-024,20260383,true,false,false,50,49,104,112,1,4,5,3,5,0,175,100,250,299,12,3,189,183,6,0,true,749460,26040,84260,131620,205260,491100,770560,792600,816900,,,,true,0,,true,87260,,true,776760,836400,0.8957345971563981,0.905940594059406,0.6666666666666666,0,0.9042180094786717,0.917128712871286,0.6144444444444442,0,515400,321000,836400,1884,1790,659,243,131,9,9,10,55
balanced,balanced-025,20260384,true,false,false,48,47,98,98,1,6,5,5,7,0,100,154,223,269,14,3,170,165,5,0,true,705360,26040,61980,109340,289400,453400,729660,752360,773600,,,,true,0,,true,64980,,true,757360,792700,0.8947368421052632,0.9116022099447514,0.5555555555555556,0,0.904421052631578,0.9172928176795574,0.6455555555555554,0,493300,299400,792700,1786,1692,604,341,85,9,9,9,55
balanced,balanced-026,20260385,true,false,false,52,51,124,103,1,6,5,23,7,0,2,116,431,312,6,3,196,190,6,0,true,785820,26040,61980,109340,214700,460680,808120,811320,853800,,,,true,0,,true,64980,,true,815120,873300,0.8909090909090909,0.9004739336492891,0.6666666666666666,0,0.9044999999999984,0.9162085308056857,0.6299999999999998,0,537500,335800,873300,1971,1881,687,343,124,9,9,10,55
balanced,balanced-027,20260386,true,false,false,60,59,142,159,1,6,5,28,7,0,2,112,599,402,8,3,269,263,6,0,true,980080,26040,61980,145960,219600,395120,983280,1026420,1048860,,,,true,0,,true,64980,,true,1010180,1067960,0.9087837837837838,0.9195804195804196,0.6,0,0.9063175675675654,0.9158741258741236,0.6329999999999998,0,648160,419800,1067960,2487,2392,864,348,124,10,9,10,55
balanced,balanced-028,20260387,true,false,false,41,40,88,84,1,4,5,7,5,0,87,96,231,228,15,3,152,145,7,0,true,592020,26040,61980,120480,195980,357580,595220,633840,658540,663340,,,true,0,,true,64980,,true,600620,680440,0.926829268292683,0.9415584415584416,0.7,0,0.8985975609756096,0.9177922077922076,0.6029999999999999,0,422840,257600,680440,1585,1493,589,249,165,10,10,11,55
balanced,balanced-029,20260388,true,false,false,47,46,90,102,1,6,5,10,7,0,2,114,352,262,11,3,170,163,7,0,true,677740,26040,61980,109340,213500,425100,700040,705640,748240,753840,,,true,0,,true,64980,,true,709440,770940,0.9239130434782609,0.9367816091954023,0.7,0,0.8985326086956514,0.9156896551724132,0.5999999999999999,0,478540,292400,770940,1747,1652,619,350,138,10,10,11,55
balanced,balanced-030,20260389,true,false,false,46,45,115,89,1,6,5,27,7,0,167,92,226,281,8,3,183,178,5,0,true,717760,26040,61980,109340,182980,365300,737660,741660,762500,,,,true,0,,true,64980,,true,745860,782000,0.9195979899497487,0.9222797927461139,0.8333333333333334,0,0.9079899497487426,0.9166321243523305,0.63,0,481800,300200,782000,1778,1686,606,328,85,6,9,9,55
balanced,balanced-031,20260390,true,false,false,43,42,89,92,1,6,5,4,7,0,156,100,176,246,12,3,163,158,5,0,true,651100,26040,61980,109340,197840,380160,654300,675400,698640,,,,true,0,,true,64980,,true,681200,717340,0.9314285714285714,0.9349112426035503,0.8333333333333334,0,0.9074285714285708,0.9168639053254434,0.6416666666666666,0,444940,272400,717340,1624,1532,555,328,85,6,9,9,55
balanced,balanced-032,20260391,true,false,false,52,51,87,123,1,4,5,6,5,0,211,124,174,285,16,5,185,178,5,2,true,718100,26040,61980,121280,240300,458460,721300,742280,765780,785680,840180,841780,true,0,,true,64980,,true,725500,862880,0.9113300492610837,0.9319371727748691,0.5555555555555556,0.6666666666666666,0.8942364532019696,0.9156020942408369,0.6122222222222222,0.38000000000000006,540680,322200,862880,2112,2021,838,245,310,42,12,13,45
balanced,balanced-033,20260392,true,false,false,61,60,123,172,1,4,5,1,5,0,163,114,420,392,14,3,264,257,7,0,true,982440,26040,87180,158420,232060,447020,985640,1024260,1046960,1050560,,,true,0,,true,90180,,true,989840,1067660,0.9166666666666666,0.921146953405018,0.7777777777777778,0,0.9053819444444421,0.9148745519713237,0.611111111111111,0,651260,416400,1067660,2467,2354,871,244,165,9,10,10,60
balanced,balanced-034,20260393,true,false,false,51,50,99,139,1,4,5,6,5,0,2,102,464,315,12,3,204,197,7,0,true,744020,26040,61980,109340,198640,390080,747220,787580,831380,860880,,,true,0,,true,64980,,true,751420,877980,0.8869565217391304,0.9248826291079812,0.4117647058823529,0,0.8939999999999986,0.9165727699530503,0.6111764705882352,0,537580,340400,877980,2089,1997,801,281,252,17,10,11,55
balanced,balanced-035,20260394,true,false,false,61,60,179,138,1,6,5,42,7,0,84,92,570,376,50,5,279,272,5,2,true,754420,26040,61980,109340,182980,346180,775520,797020,801820,824120,1037920,1113620,true,0,,true,64980,818520,true,970820,1130320,0.9,0.9283276450511946,0.8333333333333334,0.18181818181818182,0.8838387096774186,0.9074744027303744,0.6316666666666667,0.3918181818181818,694720,435600,1130320,2947,2855,1131,328,322,122,12,8,70
balanced,balanced-036,20260395,true,false,false,55,54,136,120,1,4,5,16,5,0,2,100,511,335,18,5,217,210,5,2,true,746020,26040,61980,121280,195720,442920,749220,807220,811620,832320,914720,935820,true,0,,true,64980,,true,752220,959320,0.8714859437751004,0.8936170212765957,0.5555555555555556,0.4,0.8942570281124486,0.9141702127659563,0.6455555555555554,0.406,591320,368000,959320,2438,2343,1019,242,429,62,12,8,70
balanced,balanced-037,20260396,true,false,false,51,50,123,102,1,4,5,21,5,0,2,109,431,309,7,3,191,184,7,0,true,742540,26040,61980,109340,221320,488440,745740,786760,832160,837760,,,true,0,,true,64980,,true,750740,854860,0.880184331797235,0.9019607843137255,0.5384615384615384,0,0.8987096774193535,0.9178431372549006,0.5984615384615384,0,524860,330000,854860,1975,1883,738,265,211,13,10,10,60
balanced,balanced-038,20260397,true,false,false,49,48,101,97,1,6,5,22,7,0,2,124,357,275,8,3,164,159,5,0,true,687300,26040,61980,120480,241360,471820,711600,752740,781440,,,,true,0,,true,64980,,true,738500,798940,0.8586387434554974,0.8932584269662921,0.38461538461538464,0,0.8998952879581141,0.9185393258426958,0.6446153846153846,0,495340,303600,798940,1790,1699,628,361,131,13,9,9,55
balanced,balanced-039,20260398,true,false,false,52,51,127,121,1,4,5,20,5,0,112,110,370,335,8,3,216,210,6,0,true,795940,26040,61980,109340,213500,412540,799140,861000,884500,,,,true,0,,true,64980,,true,802140,905600,0.8925619834710744,0.9170305676855895,0.46153846153846156,0,0.9012396694214857,0.916812227074234,0.6269230769230768,0,553400,352200,905600,2134,2043,792,262,204,13,9,10,55
balanced,balanced-040,20260399,true,false,false,47,46,94,109,1,6,5,9,7,0,113,112,266,274,20,3,177,171,6,0,true,697960,26040,61980,133620,220660,400580,720260,740700,764200,,,,true,0,,true,64980,,true,725660,786900,0.8984771573604061,0.9095744680851063,0.6666666666666666,0,0.9046192893401004,0.9174468085106373,0.6366666666666665,0,484900,302000,786900,1798,1707,637,342,131,9,9,10,55
balanced,balanced-041,20260400,true,false,false,45,44,95,88,1,4,5,18,5,0,2,108,338,248,10,3,161,156,5,0,true,669260,26040,61980,109340,212700,412640,672460,693440,718940,,,,true,0,,true,64980,,true,677860,735640,0.9096045197740112,0.9176470588235294,0.7142857142857143,0,0.9061581920903949,0.9175294117647055,0.6299999999999999,0,456440,279200,735640,1650,1556,582,233,126,7,9,9,55
balanced,balanced-042,20260401,true,false,false,43,42,94,90,1,6,5,6,7,0,2,96,345,248,11,3,158,152,6,0,true,631320,26040,61980,109340,197040,374160,634520,655620,697960,,,,true,0,,true,64980,,true,662220,721060,0.8977272727272727,0.9156626506024096,0.6,0,0.9006818181818178,0.917469879518072,0.6219999999999998,0,447060,274000,721060,1668,1574,596,348,131,10,9,10,55
balanced,balanced-043,20260402,true,false,false,53,52,111,132,1,6,5,4,7,0,2,96,485,328,10,3,214,208,6,0,true,817560,26040,61980,109340,197040,496800,842260,863900,889400,,,,true,0,,true,64980,,true,848860,908500,0.9029535864978903,0.9203539823008849,0.5454545454545454,0,0.9035021097046394,0.9165486725663698,0.6354545454545453,0,556500,352000,908500,2080,1987,728,351,131,11,9,10,55
balanced,balanced-044,20260403,true,false,false,51,50,102,91,1,4,5,19,5,0,4,147,327,268,14,3,167,160,7,0,true,701080,26040,61980,133220,280240,523560,723380,745020,770920,791620,,,true,0,,true,64980,,true,728380,809120,0.9027027027027027,0.9142857142857143,0.7,0,0.9014594594594587,0.9170285714285709,0.6289999999999998,0,504720,304400,809120,1812,1674,658,249,177,10,10,11,55
balanced,balanced-045,20260404,true,false,false,59,58,142,128,1,6,5,24,7,0,225,136,275,371,8,3,239,233,6,0,true,915900,26040,61980,133220,264180,446100,938200,943000,985340,,,,true,0,,true,64980,,true,947600,1007240,0.9122137404580153,0.9282868525896414,0.5454545454545454,0,0.9037404580152649,0.9158964143426273,0.6263636363636361,0,616440,390800,1007240,2296,2203,797,352,131,11,9,10,55
balanced,balanced-046,20260405,true,false,false,48,47,108,83,1,4,5,25,5,0,162,109,197,270,10,3,168,162,6,0,true,689300,26040,61980,109340,213100,432300,710400,729240,752340,,,,true,0,,true,64980,,true,715800,776240,0.9081081081081082,0.9204545454545454,0.6666666666666666,0,0.9015135135135126,0.9165909090909082,0.6066666666666666,0,481640,294600,776240,1722,1631,605,244,131,9,9,10,55
balanced,balanced-047,20260406,true,false,false,54,53,121,126,1,4,5,19,5,0,2,109,483,336,8,3,214,208,6,0,true,833360,26040,61980,109340,221320,487640,836560,874380,897080,,,,true,0,,true,64980,,true,839560,920180,0.8879668049792531,0.9004329004329005,0.6,0,0.9050207468879649,0.9172727272727254,0.6219999999999999,0,562780,357400,920180,2109,2014,757,247,165,10,9,10,55
balanced,balanced-048,20260407,true,false,false,56,55,118,104,1,6,5,18,7,0,191,156,195,321,6,3,190,184,6,0,true,805940,26040,61980,204860,306100,574420,830240,849880,873780,,,,true,0,,true,64980,,true,836440,896880,0.8837209302325582,0.8932038834951457,0.6666666666666666,0,0.9044186046511614,0.9167475728155328,0.6222222222222222,0,553080,343800,896880,1966,1872,683,343,131,9,9,10,55
