policy,sessionId,seed,completed,abortedByLoopCap,abortedByStagnation,exploreCount,restCount,craftWeaponCount,craftArmorCount,craftSteelCount,craftMithrilCount,consecutiveWeaponCraftMax,armorLagMax,resourceConversionCount,convBlockedByForgeLevel,convBlockedByOre,convBlockedByTargetInactive,convBlockedByTargetMet,enhanceBlockedByPairMissing,enhanceBlockedByMaterials,forgeUpgradeCount,enhanceCountTotal,enhance0to5,enhance6to9,enhance10plus,plus6Reached,plus6ReachedLogicalTimeMs,plus1ReachedLogicalTimeMs,plus2ReachedLogicalTimeMs,plus3ReachedLogicalTimeMs,plus4ReachedLogicalTimeMs,plus5ReachedLogicalTimeMs,plus7ReachedLogicalTimeMs,plus8ReachedLogicalTimeMs,plus9ReachedLogicalTimeMs,plus10ReachedLogicalTimeMs,plus11ReachedLogicalTimeMs,plus12ReachedLogicalTimeMs,floor1Reached,floor1FirstExploreLogicalTimeMs,floor1ClearLogicalTimeMs,floor2Reached,floor2FirstExploreLogicalTimeMs,floor2ClearLogicalTimeMs,floor3Reached,floor3FirstExploreLogicalTimeMs,floor3ClearLogicalTimeMs,enhanceSuccessRateTotal,enhanceSuccessRate0to5,enhanceSuccessRate6to9,enhanceSuccessRate10plus,enhanceExpectedRateTotal,enhanceExpectedRate0to5,enhanceExpectedRate6to9,enhanceExpectedRate10plus,logicalExploreTimeMs,logicalTownTimeMs,logicalPlayTimeMs,ironEarned,ironSpent,steelEarned,steelSpent,mithrilEarned,mithrilSpent,finalBestPlus,finalAttack,finalMaxHp
balanced,balanced-049,20260408,true,false,false,42,41,82,92,1,6,5,6,7,0,2,96,325,243,6,3,154,148,6,0,true,607420,26040,61980,109340,197040,390080,629720,651360,656160,,,,true,0,,true,64980,,true,636720,696760,0.9221556886227545,0.9367088607594937,0.6666666666666666,0,0.8989820359281435,0.9149999999999999,0.6177777777777776,0,433360,263400,696760,1606,1511,575,343,131,9,9,10,55
balanced,balanced-050,20260409,true,false,false,48,47,102,111,1,4,5,10,5,0,2,96,415,287,15,3,186,180,6,0,true,724120,26040,61980,109340,197040,444240,746420,767260,787160,,,,true,0,,true,64980,,true,751420,811460,0.9029126213592233,0.9090909090909091,0.75,0,0.9048058252427171,0.9164141414141402,0.6174999999999999,0,499660,311800,811460,1858,1766,656,239,131,8,9,10,55
aggressive,aggressive-001,20260410,true,false,false,44,43,92,97,1,4,5,5,5,0,97,104,254,258,12,3,161,155,6,0,true,614320,26040,63840,111200,200500,362900,619920,657340,684840,,,,true,0,,true,40180,,true,622920,728640,0.8846153846153846,0.9226190476190477,0.42857142857142855,0,0.894505494505494,0.9178571428571425,0.6142857142857141,0,448040,280600,728640,1727,1637,668,266,211,14,9,10,55
aggressive,aggressive-002,20260411,true,false,false,51,50,92,122,1,6,5,6,7,0,153,106,260,297,10,3,181,175,6,0,true,718120,26040,81880,140380,215880,468280,740420,765000,808400,,,,true,0,,true,40180,,true,748220,830700,0.8701923076923077,0.8974358974358975,0.46153846153846156,0,0.8999038461538448,0.9173846153846142,0.6376923076923077,0,507900,322800,830700,1894,1801,695,361,172,13,9,10,55
aggressive,aggressive-003,20260412,true,false,false,54,53,104,124,1,4,5,10,5,0,2,138,415,313,10,3,192,185,7,0,true,770140,26040,63840,170900,274260,449780,773340,812360,836660,864160,,,true,0,,true,40180,,true,778340,881260,0.8687782805429864,0.8894230769230769,0.5384615384615384,0,0.8997285067873287,0.9182692307692293,0.603076923076923,0,539460,341800,881260,2023,1921,759,263,211,13,10,11,55
aggressive,aggressive-004,20260413,true,false,false,50,49,94,127,1,4,5,4,5,0,123,102,310,300,16,3,189,183,6,0,true,754000,26040,63840,111200,199700,415860,776300,814920,818520,,,,true,0,,true,40180,,true,780900,837620,0.8709677419354839,0.8755980861244019,0.75,0,0.906912442396312,0.9170334928229653,0.6424999999999998,0,512220,325400,837620,1911,1819,674,237,119,8,9,10,55
aggressive,aggressive-005,20260414,true,false,false,47,46,99,93,1,4,5,11,5,0,109,122,236,277,4,3,168,162,6,0,true,653880,26040,63840,135080,236320,415440,677780,714800,738300,,,,true,0,,true,40180,,true,681180,761400,0.9032258064516129,0.9204545454545454,0.6,0,0.9000537634408596,0.9156249999999996,0.6259999999999998,0,469000,292400,761400,1749,1654,646,247,165,10,9,10,55
aggressive,aggressive-006,20260415,true,false,false,63,62,169,117,1,6,5,57,7,0,2,168,518,383,16,3,256,249,7,0,true,984940,26040,63840,135080,314080,507920,988140,1009240,1030480,1052780,,,true,0,,true,40180,,true,1015440,1070280,0.9175627240143369,0.9188191881918819,0.875,0,0.9066666666666644,0.9154612546125438,0.6087499999999999,0,654280,416000,1070280,2464,2323,859,339,131,8,10,11,55
aggressive,aggressive-007,20260416,true,false,false,44,43,95,92,1,6,5,12,7,0,84,94,274,254,10,3,164,157,7,0,true,601600,26040,63840,111200,184840,348040,645400,669180,691480,715380,,,true,0,,true,40180,,true,653200,732480,0.9060773480662984,0.9235294117647059,0.6363636363636364,0,0.8971270718232041,0.9144117647058823,0.6299999999999999,0,452280,280200,732480,1746,1611,652,352,172,11,10,11,55
aggressive,aggressive-008,20260417,true,false,false,46,45,89,101,1,4,5,1,5,0,116,111,232,257,14,3,165,158,7,0,true,659980,26040,63840,111200,223180,404300,663180,705400,726500,730500,,,true,0,,true,40180,,true,668580,748000,0.9016393442622951,0.9132947976878613,0.7,0,0.901530054644808,0.9176300578034675,0.6229999999999999,0,460600,287400,748000,1719,1623,637,249,165,10,10,11,55
aggressive,aggressive-009,20260418,true,false,false,45,44,89,88,1,4,5,7,5,0,84,112,242,250,6,3,157,152,5,0,true,640860,26040,68480,116240,219600,389160,663160,682800,706440,,,,true,0,,true,62060,,true,668160,726340,0.9075144508670521,0.9212121212121213,0.625,0,0.9024855491329477,0.9157575757575755,0.6287499999999998,0,451140,275200,726340,1629,1534,578,238,124,8,9,9,55
aggressive,aggressive-010,20260419,true,false,false,46,45,79,110,1,4,5,4,5,0,2,96,362,254,14,3,164,157,7,0,true,662900,26040,63840,122340,197040,393280,666100,705520,709520,731820,,,true,0,,true,40180,,true,671500,748920,0.9060773480662984,0.9181286549707602,0.7,0,0.901215469613259,0.9167836257309937,0.635,0,462720,286200,748920,1729,1609,640,248,165,10,10,11,55
aggressive,aggressive-011,20260420,true,false,false,53,52,100,123,1,6,5,5,7,0,207,106,228,308,14,3,196,191,5,0,true,777860,26040,81880,129240,216940,541020,802560,843700,847300,,,,true,0,,true,40180,,true,829860,866000,0.9032258064516129,0.9182692307692307,0.5555555555555556,0,0.9066359447004593,0.917307692307691,0.6599999999999999,0,530000,336000,866000,1926,1835,656,341,85,9,9,9,55
aggressive,aggressive-012,20260421,true,false,false,57,56,106,150,1,4,5,8,5,0,125,110,381,339,24,3,224,217,7,0,true,875060,26040,72860,144100,217740,435100,894960,915400,919800,940100,,,true,0,,true,40180,,true,902360,957600,0.9032258064516129,0.9004149377593361,1,0,0.9083064516129012,0.9168049792531101,0.6157142857142857,0,584800,372800,957600,2196,2056,773,234,131,7,10,11,55
aggressive,aggressive-013,20260422,true,false,false,51,50,119,103,1,4,5,20,5,0,2,96,438,293,20,3,195,190,5,0,true,757160,26040,63840,122340,197040,497600,779460,800840,826740,,,,true,0,,true,40180,,true,786860,845040,0.9112149532710281,0.9223300970873787,0.625,0,0.9060747663551388,0.9161650485436882,0.6462499999999999,0,517440,327600,845040,1918,1823,677,237,126,8,9,9,55
aggressive,aggressive-014,20260423,true,false,false,49,48,93,111,1,6,5,10,7,0,145,118,228,282,11,3,175,169,6,0,true,685460,26040,63840,147420,235520,417840,708160,730740,775740,780140,,,true,0,,true,40180,,true,715560,797640,0.8974358974358975,0.9234972677595629,0.5,0,0.8997435897435885,0.9175956284152995,0.6274999999999998,0,490040,307600,797640,1832,1735,675,357,172,12,10,9,60
aggressive,aggressive-015,20260424,true,false,false,53,52,123,118,1,6,5,8,7,0,2,98,478,326,10,3,217,211,6,0,true,832040,26040,63840,111200,198900,427780,835240,859140,879980,,,,true,0,,true,40180,,true,864140,899480,0.9234042553191489,0.9254385964912281,0.8571428571428571,0,0.907617021276594,0.9161403508771914,0.6299999999999999,0,549080,350400,899480,2046,1951,699,333,85,7,9,10,55
aggressive,aggressive-016,20260425,true,false,false,44,43,95,80,1,6,5,27,7,0,111,106,210,248,6,3,160,154,6,0,true,643260,26040,63840,135080,208720,391040,646460,667560,688800,,,,true,0,,true,40180,,true,674160,709100,0.9467455621301775,0.9447852760736196,1,0,0.905739644970414,0.9158895705521471,0.63,0,438500,270600,709100,1592,1498,550,328,85,6,9,10,55
aggressive,aggressive-017,20260426,true,false,false,45,44,81,96,1,4,5,10,5,0,116,110,208,246,10,3,162,155,7,0,true,631300,26040,72860,132160,220660,382260,634500,673120,677520,701020,,,true,0,,true,40180,,true,638700,718120,0.9473684210526315,0.9567901234567902,0.7777777777777778,0,0.8996491228070174,0.9154320987654322,0.6155555555555554,0,443720,274400,718120,1639,1538,610,243,165,9,10,11,55
aggressive,aggressive-018,20260427,true,false,false,45,44,102,94,1,4,5,17,5,0,2,96,376,273,8,3,169,164,5,0,true,665200,26040,63840,111200,185640,376280,686300,706340,729980,,,,true,0,,true,40180,,true,692500,749880,0.8941798941798942,0.9060773480662984,0.625,0,0.9057671957671949,0.9181767955801097,0.6249999999999999,0,460680,289200,749880,1731,1637,621,238,124,8,9,9,55
aggressive,aggressive-019,20260428,true,false,false,54,53,117,141,1,4,5,0,5,0,89,104,424,347,14,3,230,224,6,0,true,846940,26040,63840,123140,209780,373780,869240,890620,914120,,,,true,0,,true,40180,,true,874640,933620,0.9090909090909091,0.9180327868852459,0.6666666666666666,0,0.9067193675889307,0.9163934426229489,0.6444444444444444,0,567020,366600,933620,2172,2082,766,241,126,9,9,10,55
aggressive,aggressive-020,20260429,true,false,false,49,48,113,104,1,6,5,21,7,0,98,102,322,298,12,3,183,177,6,0,true,704880,26040,81880,129240,202880,383600,746280,752280,795680,,,,true,0,,true,40180,,true,755280,817980,0.8755980861244019,0.8984771573604061,0.5,0,0.9018181818181804,0.917715736040608,0.6408333333333333,0,499580,318400,817980,1897,1807,681,356,138,12,9,10,55
aggressive,aggressive-021,20260430,true,false,false,53,52,112,113,1,6,5,3,7,0,168,116,260,306,12,5,190,183,5,2,true,697680,26040,68480,140120,228620,444780,719980,740820,746420,767120,844720,870220,true,0,,true,62060,,true,726980,892120,0.8636363636363636,0.8798076923076923,0.7142857142857143,0.4,0.8934999999999993,0.9141346153846148,0.6357142857142856,0.396,553320,338800,892120,2224,2131,909,333,361,61,12,8,70
aggressive,aggressive-022,20260431,true,false,false,42,41,83,83,1,6,5,5,7,0,112,98,191,234,7,3,148,141,7,0,true,589100,26040,72860,120220,193860,355460,611400,617000,639700,661600,,,true,0,,true,40180,,true,620800,678700,0.9308176100628931,0.9337748344370861,0.875,0,0.9008176100628932,0.915496688741722,0.6237499999999999,0,421700,257000,678700,1585,1447,579,339,138,8,10,11,55
aggressive,aggressive-023,20260432,true,false,false,82,81,250,231,1,10,5,29,11,0,99,94,920,345,291,5,414,406,6,2,true,662140,26040,63840,111200,184840,348840,684440,754140,781640,845340,1551040,1580140,true,0,,true,40180,1058340,true,1536940,1598840,0.8789808917197452,0.8923076923076924,0.5,0.5,0.8866029723991539,0.8984175824175855,0.6058333333333333,0.385,968640,630200,1598840,4195,4102,1448,560,138,55,12,8,70
aggressive,aggressive-024,20260433,true,false,false,81,80,233,215,1,10,5,27,11,0,2,128,913,330,265,5,384,377,5,2,true,689440,26040,63840,123140,253300,428820,711740,738840,760740,875040,1486340,1512240,true,0,,true,40180,781040,true,1472240,1534140,0.8787185354691075,0.8954869358669834,0.4166666666666667,0.5,0.8864530892448536,0.8998812351543969,0.5841666666666667,0.38000000000000006,933740,600400,1534140,3965,3874,1367,563,138,56,12,8,70
aggressive,aggressive-025,20260434,true,false,false,52,51,98,125,1,4,5,15,5,0,98,117,326,301,15,3,198,193,5,0,true,788740,26040,63840,123140,226500,414380,791940,812920,836820,,,,true,0,,true,40180,,true,796940,855520,0.9166666666666666,0.919047619047619,0.8333333333333334,0,0.908657407407406,0.9164761904761891,0.6349999999999999,0,523720,331800,855520,1922,1831,677,228,126,6,9,9,55
aggressive,aggressive-026,20260435,true,false,false,47,46,95,116,1,6,5,4,7,0,128,94,280,286,12,3,185,178,7,0,true,667720,26040,63840,111200,184840,347240,709920,735960,756260,782560,,,true,0,,true,40180,,true,718520,799660,0.9024390243902439,0.9319371727748691,0.5,0,0.8967317073170721,0.9164921465968578,0.6271428571428571,0,491260,308400,799660,1918,1785,713,367,177,14,10,11,55
aggressive,aggressive-027,20260436,true,false,false,94,93,285,247,1,6,5,70,7,0,157,143,937,401,304,5,451,444,5,2,true,891080,26040,72860,120220,270160,506220,894280,914980,916980,936480,1740180,1761680,true,0,,true,40180,934480,true,1648780,1785180,0.8606870229007634,0.8722986247544204,0.8333333333333334,0.2222222222222222,0.887729007633591,0.8992534381139523,0.6316666666666667,0.4066666666666667,1078980,706200,1785180,4605,4515,1652,328,276,99,12,8,70
aggressive,aggressive-028,20260437,true,false,false,45,44,93,87,1,4,5,13,5,0,108,116,215,253,6,3,158,151,7,0,true,635020,26040,63840,135080,224380,420220,657320,679760,702060,706460,,,true,0,,true,40180,,true,664720,723960,0.9186046511627907,0.9263803680981595,0.7777777777777778,0,0.9012209302325579,0.9168098159509203,0.6188888888888887,0,447960,276000,723960,1650,1556,594,244,131,9,10,11,55
aggressive,aggressive-029,20260438,true,false,false,62,61,134,181,1,6,5,8,7,0,2,104,636,422,8,3,264,258,6,0,true,982620,26040,81880,129240,203680,395920,1006920,1028820,1075420,,,,true,0,,true,40180,,true,1034220,1096520,0.8599348534201955,0.8775510204081632,0.46153846153846156,0,0.9051140065146555,0.9178911564625826,0.616153846153846,0,660720,435800,1096520,2575,2484,906,361,138,13,9,10,55
aggressive,aggressive-030,20260439,true,false,false,50,49,117,99,1,4,5,25,5,0,2,98,423,299,6,3,191,185,6,0,true,738300,26040,63840,111200,198900,484740,741500,781720,806820,,,,true,0,,true,40180,,true,747300,827120,0.9138755980861244,0.9343434343434344,0.5454545454545454,0,0.901387559808611,0.9164646464646452,0.6299999999999999,0,506920,320200,827120,1895,1803,693,253,165,11,9,10,55
aggressive,aggressive-031,20260440,true,false,false,49,48,99,112,1,6,5,3,7,0,2,96,412,288,12,3,187,181,6,0,true,743620,26040,63840,111200,185640,449560,765920,772320,794220,,,,true,0,,true,40180,,true,775320,812920,0.9121951219512195,0.9187817258883249,0.75,0,0.9056097560975598,0.9164974619289329,0.6375,0,498520,314400,812920,1837,1747,632,337,92,8,9,10,55
aggressive,aggressive-032,20260441,true,false,false,42,41,82,81,1,4,5,20,5,0,2,102,298,232,4,3,143,137,6,0,true,602640,26040,72860,120220,207920,384240,605840,626820,646720,,,,true,0,,true,40180,,true,608840,667420,0.910828025477707,0.9133333333333333,0.8571428571428571,0,0.9043949044585986,0.9174666666666667,0.6242857142857142,0,413220,254200,667420,1508,1415,545,233,126,7,9,10,55
aggressive,aggressive-033,20260442,true,false,false,51,50,144,91,1,4,5,63,5,0,2,98,463,314,12,3,200,194,6,0,true,732220,26040,63840,111200,198900,394740,754520,774160,824900,,,,true,0,,true,40180,,true,761120,867500,0.8771929824561403,0.9107981220657277,0.4,0,0.8959210526315773,0.9165258215962424,0.6033333333333333,0,529100,338400,867500,2055,1964,778,273,216,15,9,10,55
aggressive,aggressive-034,20260443,true,false,false,53,52,109,146,1,4,5,4,5,0,125,94,384,344,6,3,227,220,7,0,true,791440,26040,63840,111200,184840,365560,813740,834980,840180,907880,,,true,0,,true,40180,,true,821940,924980,0.9190283400809717,0.944206008583691,0.5,0,0.8961943319838038,0.9145922746781098,0.5899999999999999,0,564980,360000,924980,2250,2103,849,269,223,14,10,11,55
aggressive,aggressive-035,20260444,true,false,false,42,41,78,89,1,6,5,5,7,0,96,100,212,238,4,3,152,145,7,0,true,589900,26040,63840,123140,196780,375100,614200,634900,659600,663600,,,true,0,,true,40180,,true,642300,680300,0.9382716049382716,0.9477124183006536,0.7777777777777778,0,0.8993827160493825,0.9154248366013072,0.6266666666666665,0,421700,258600,680300,1555,1462,542,343,92,9,10,11,55
aggressive,aggressive-036,20260445,true,false,false,47,46,93,110,1,4,5,4,5,0,2,96,391,273,15,3,174,168,6,0,true,664240,26040,63840,111200,185640,431640,686540,707780,754380,,,,true,0,,true,40180,,true,693140,777480,0.8969072164948454,0.9230769230769231,0.5,0,0.8971649484536074,0.9167582417582409,0.5999999999999998,0,477480,300000,777480,1810,1720,673,258,177,12,9,10,55
aggressive,aggressive-037,20260446,true,false,false,48,47,95,82,1,4,5,21,5,0,2,126,315,254,4,3,156,150,6,0,true,659680,26040,72860,144100,247060,463320,662880,704440,723280,,,,true,0,,true,40180,,true,665880,743180,0.9069767441860465,0.9202453987730062,0.6666666666666666,0,0.9035465116279067,0.9176073619631901,0.6488888888888887,0,459380,283800,743180,1628,1536,594,241,153,9,9,10,55
aggressive,aggressive-038,20260447,true,false,false,70,69,224,159,1,4,5,69,5,0,176,94,623,491,23,3,336,330,6,0,true,1192660,26040,63840,111200,184840,456360,1212560,1235000,1258100,,,,true,0,,true,40180,,true,1221960,1281600,0.896,0.9016393442622951,0.6666666666666666,0,0.9086933333333317,0.9160109289617471,0.611111111111111,0,768200,513400,1281600,3024,2934,1052,244,131,9,9,10,55
aggressive,aggressive-039,20260448,true,false,false,52,51,106,92,1,4,5,19,5,0,2,151,338,277,16,3,173,166,7,0,true,732160,26040,81880,129240,279580,491980,752060,773300,777300,800000,,,true,0,,true,40180,,true,759860,817500,0.9057591623036649,0.907103825136612,0.875,0,0.9039790575916221,0.9172131147540975,0.60125,0,505700,311800,817500,1808,1695,639,240,131,8,10,11,55
aggressive,aggressive-040,20260449,true,false,false,53,52,140,90,1,6,5,50,7,0,175,126,248,323,4,3,196,189,7,0,true,791540,26040,63840,147820,250380,449820,794740,816240,837480,863380,,,true,0,,true,40180,,true,821640,880080,0.875,0.883177570093458,0.7,0,0.9031696428571413,0.9176635514018677,0.593,0,538480,341600,880080,2006,1913,710,351,131,10,10,11,55
aggressive,aggressive-041,20260450,true,false,false,43,42,93,82,1,4,5,16,5,0,2,98,329,236,14,3,157,151,6,0,true,612740,26040,63840,111200,198900,392740,632640,655220,675520,,,,true,0,,true,40180,,true,642040,699420,0.9235294117647059,0.937888198757764,0.6666666666666666,0,0.9006470588235291,0.9169565217391304,0.6088888888888888,0,432220,267200,699420,1604,1512,577,244,126,9,9,10,55
aggressive,aggressive-042,20260451,true,false,false,43,42,93,78,1,4,5,17,5,0,2,100,317,238,8,3,150,143,7,0,true,602380,26040,72860,120220,194660,405220,622280,644320,666620,672620,,,true,0,,true,40180,,true,631280,690120,0.9146341463414634,0.9225806451612903,0.7777777777777778,0,0.8998170731707317,0.917225806451613,0.6,0,426920,263200,690120,1576,1482,571,244,131,9,10,11,55
aggressive,aggressive-043,20260452,true,false,false,44,43,83,97,1,4,5,11,5,0,127,102,209,243,16,3,160,154,6,0,true,626800,26040,63840,122340,198640,376960,652700,671680,693980,,,,true,0,,true,40180,,true,657300,715480,0.9195402298850575,0.9221556886227545,0.8571428571428571,0,0.9033333333333331,0.9142514970059878,0.6428571428571429,0,441680,273800,715480,1636,1544,587,233,126,7,9,10,55
aggressive,aggressive-044,20260453,true,false,false,44,43,95,90,1,4,5,8,5,0,2,96,352,257,7,3,158,152,6,0,true,611940,26040,63840,111200,185640,396200,638640,658820,700760,,,,true,0,,true,40180,,true,641640,722660,0.88268156424581,0.8994082840236687,0.6,0,0.8992178770949716,0.9153846153846151,0.6259999999999998,0,444860,277800,722660,1679,1588,625,248,165,10,9,10,55
aggressive,aggressive-045,20260454,true,false,false,44,43,81,88,1,4,5,5,5,0,2,108,306,236,8,3,154,147,7,0,true,629700,26040,63840,135880,209520,438400,632900,653480,673780,677780,,,true,0,,true,40180,,true,638300,695280,0.9565217391304348,0.9545454545454546,1,0,0.9034782608695653,0.916753246753247,0.6114285714285713,0,431080,264200,695280,1558,1461,559,234,126,7,10,11,55
aggressive,aggressive-046,20260455,true,false,false,48,47,124,89,1,6,5,35,7,0,151,94,265,296,6,3,189,183,6,0,true,718940,26040,63840,111200,184840,383480,743240,746840,789320,,,,true,0,,true,40180,,true,750640,808420,0.9130434782608695,0.9242424242424242,0.6666666666666666,0,0.902560386473429,0.9147979797979789,0.6333333333333332,0,495420,313000,808420,1869,1775,666,343,124,9,9,10,55
aggressive,aggressive-047,20260456,true,false,false,44,43,92,93,1,4,5,5,5,0,2,98,351,248,14,3,160,155,5,0,true,635040,26040,63840,111200,198900,377620,638240,678460,700360,,,,true,0,,true,40180,,true,642840,723060,0.8888888888888888,0.9117647058823529,0.5,0,0.9013333333333328,0.9177647058823525,0.6219999999999999,0,444860,278200,723060,1675,1583,624,249,165,10,9,9,55
aggressive,aggressive-048,20260457,true,false,false,45,44,102,75,1,6,5,27,7,0,132,106,196,250,8,3,156,151,5,0,true,652280,26040,81880,129240,216940,398460,655480,676980,699820,,,,true,0,,true,40180,,true,683180,719720,0.9017341040462428,0.9041916167664671,0.8333333333333334,0,0.9075722543352598,0.916946107784431,0.6466666666666666,0,443720,276000,719720,1602,1508,553,328,85,6,9,9,55
aggressive,aggressive-049,20260458,true,false,false,44,43,101,89,1,4,5,16,5,0,124,94,240,257,16,3,170,165,5,0,true,641960,26040,63840,111200,184840,383080,661860,683900,712200,,,,true,0,,true,40180,,true,670460,731300,0.918918918918919,0.9322033898305084,0.625,0,0.9043783783783776,0.9167796610169485,0.6299999999999999,0,449100,282200,731300,1692,1602,611,238,131,8,9,9,55
aggressive,aggressive-050,20260459,true,false,false,49,48,107,80,1,6,5,28,7,0,2,144,314,263,9,3,158,151,7,0,true,683040,26040,63840,146620,275860,470500,705340,711740,753140,756740,,,true,0,,true,40180,,true,714740,773840,0.88268156424581,0.893491124260355,0.7,0,0.9013966480446921,0.9182840236686385,0.6159999999999999,0,479440,294400,773840,1741,1623,623,348,138,10,10,11,55
